UM_ID_UM,REGION_OFC,SUBREG,PROVINCIA,MEDIA_ALTURA_UM_EST,SUMA_DAP_X_UM,AREA_BASAL_UM_HA,VOL_M3_HA,CANTIDAD_IND_VIVOS_UM,CANTIDAD_IND_VIVOS_HA,PORCENTAJE_COB_3,PORCENTAJE_COB_7,PORCENTAJE_COB_TOTAL,PORCENTAJE_COB_ARBUSTIVA,PORCENTAJE_COB_INFERIOR,MEDIA_ALT_TOCONES,MEDIA_DAB_TOCONES,CANTIDAD_TOCONES_X_UM,CANTIDAD_TOCONES_X_HA,REGENERACION_UM,REGENERACION_HA,LONGITUD_GRILLA,LATITUD_GRILLA,LONGITUD_INSTALACION,LATITUD_INSTALACION,ALTITUD,PENDIENTE_CATEGORIA,EXPOSICION,OTBN_CATEGORIA,FECHA_UM_ANIO,FECHA_UM_MES,TIPO_PAISAJE,SALINIDAD_PRESENCIA,INCENDIOS_RASTROS,PASTOREO_PRESENCIA,GANADO_BOVINO,GANADO_OVINO,GANADO_CAPRINO,GANADO_EQUINO,GANADO_OTRO,GANADO_OTRO_TIPO,EROSION_PRESENCIA,EROSION_FISICA_PRESENCIA,EROSION_EOLICA_PRESENCIA,EROSION_HIDRICA_PRESENCIA,PFNM_PRESENCIA_RESUMEN,PFNM_REGISTRO_1,PFNM_REGISTRO_2,PFNM_REGISTRO_3,PFNM_REGISTRO_4,PFNM_REGISTRO_5,FORMAS_HELECHOS,FORMAS_CACTACEAS,FORMAS_EPIFITAS,FORMAS_BRIOFITAS,FORMAS_LIANAS,FORMAS_ORQUIDEAS,FORMAS_GRAMINEAS,FORMAS_OTRAS,Ley_N1_06,Ley_N2_06,PRESENTA_IND_INVENTARIABLE
6074195,MON,Monte,6,3.47142857142857,0.914532146380811,1.56087211414202,1.7285891129,14,257.2,42.2535211267606,0,42.2535211267606,15.4929577464789,100,NA,NA,0,0,11,2200,-63.273611,-39.366332,-63.2736388888889,-39.3663333333333,41,sin_pendiente,NA,sin_categoria,2020,1,llano,ausencia,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,OTF,Bosque mixto,SI
6075190,ESP,Distrito del Caldén,6,5.45,0.665792695,2.92856691353218,13.00181596,2,49.3,35.2112676056338,0,35.2112676056338,23.943661971831,76.056338028169,NA,NA,0,0,2,400,-63.156572,-38.916172,-63.1565833333333,-38.9161944444444,26,sin_pendiente,NA,sin_categoria,2020,1,duna,ausencia,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,TRUE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TF,Bosques de caldén abierto con arbustos,SI
6076186,ESP,Distrito del Caldén,6,3.89714285714286,4.097999464,6.86625210172035,44.52199803,35,877.4,36.6197183098592,0,36.6197183098592,100,0,NA,NA,0,0,54,10800,-63.041063,-38.555943,-63.0410555555556,-38.5559444444444,14,sin_pendiente,NA,sin_categoria,2020,1,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,Condalia microphylla_Lycium chilense,Condalia microphylla,Lycium chilense,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TF,Bosques de caldén abierto con arbustos,SI
6076194,ESP,Distrito del Caldén,6,3.87142857142857,0.757,1.05314856544054,1.634049451,7,157.9,4.22535211267606,0,4.22535211267606,43.6619718309859,83.0985915492958,NA,NA,0,0,0,0,-63.04148,-39.276574,-63.0415,-39.2765555555556,32,sin_pendiente,NA,sin_categoria,2020,1,llano,ausencia,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,OTF,Formacion de otras especies arboreas,SI
6078191,ESP,Distrito del Caldén,6,3.67894736842105,2.673305306,8.93725406971821,31.87103178,19,570.9,42.2535211267606,0,42.2535211267606,22.5352112676056,100,NA,NA,0,0,6,1200,-62.810425,-39.006201,-62.8104166666667,-39.0062222222222,30,sin_pendiente,NA,sin_categoria,2020,1,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,Condalia microphylla_Lycium chilense,Condalia microphylla,Lycium chilense,sin registro,sin registro,sin registro,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,OTF,Formacion de otras especies arboreas,SI
6078195,ESP,Distrito del Caldén,6,3.11818181818182,3.407420012,8.39817044129276,13.86634957,44,1699.9,0,0,0,46.4788732394366,43.6619718309859,NA,NA,0,0,15,3000,-62.809455,-39.366497,-62.8094722222222,-39.3665,20,sin_pendiente,NA,sin_categoria,2020,1,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,Condalia microphylla,Condalia microphylla,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,OTF,Formacion de otras especies arboreas,SI
10034073,MON,Monte,10,2.79333333333333,1.17202197713737,4.17691802142872,NA,15,179.3,2.8169014084507,0,2.8169014084507,42.2535211267606,0,45,16,1,10,1,200,-67.316072,-28.299535,-67.3160555555556,-28.2995277777778,1030,sin_pendiente,NA,I,2019,12,duna,ausencia,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,OTF,Estepa arbustiva,SI
10041070,MON,Monte,10,1.815,0.184,2.99509445474631,NA,20,405.1,11.2676056338028,0,11.2676056338028,33.8028169014084,0,NA,NA,0,0,4,800,-66.595016,-28.050055,-66.5950277777778,-28.0500555555556,779,sin_pendiente,NA,II,2019,12,duna,presencia fuerte,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,OTF,Estepa arbustiva,SI
10042065,MON,Monte,10,4.13076923076923,0.475276226133043,1.55278636151003,0.5952860995,13,276.5,26.7605633802817,0,26.7605633802817,14.0845070422535,21.1267605633803,30,13.5,1,10,0,0,-66.479091,-27.602321,-66.4790833333333,-27.6023333333333,941,sin_pendiente,NA,sin_categoria,2019,12,llano,presencia,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,OTF,Bosque de retamo,SI
10042067,MON,Monte,10,4.55652173913044,1.64972627015498,6.6090672684458,5.8397999399,23,347.2,28.169014084507,0,28.169014084507,70.4225352112676,2.8169014084507,56.04,25.52,5,50,2,400,-66.484813,-27.782468,-66.4848055555556,-27.7824722222222,788,sin_pendiente,NA,I,2019,12,llano,presencia,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TF,Bosque de algarrobos,SI
10042071,MON,Monte,70,2.152,0.594092617968884,3.66830956461654,0.9834375979,25,367.2,21.1267605633803,0,21.1267605633803,49.2957746478873,0,NA,NA,0,0,4,800,-66.496419,-28.142745,-66.4964166666667,-28.14275,735,sin_pendiente,NA,sin_categoria,2020,2,llano,presencia,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TF,Bosque de algarrobos,SI
10044070,MON,Monte,10,4.23809523809524,1.705,7.6495159455842,13.0610904,21,356.5,0,29.5774647887324,29.5774647887324,43.6619718309859,0,21,55,2,20,5,1000,-66.290421,-28.0577,-66.2904166666667,-28.0576944444444,774,sin_pendiente,NA,II,2019,12,llano,presencia,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TF,Bosque de algarrobos,SI
10045058,MON,Monte,10,4.69473684210526,2.57509170399225,9.4458158715936,29.0519254696592,19,365.8,67.6056338028169,7.04225352112676,74.6478873239437,36.6197183098592,0,NA,NA,0,0,16,3200,-66.157795,-26.978849,-66.1577777777778,-26.9788333333333,2136,sin_pendiente,NA,II,2019,12,llano,ausencia,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,OTF,Bosque de algarrobos,SI
10045077,PCH,Chaco Serrano,10,8.37575757575758,4.84079915636697,7.44670320616861,55.0154178498288,32,466.5,71.830985915493,15.4929577464789,74.6478873239437,88.7323943661972,98.5915492957747,32.7,21.2,1,10,14,2800,-66.2078,-28.690734,-66.2078055555556,-28.69075,1678,pendiente_fuerte,E,sin_categoria,2019,1,montanoso,presencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,OTF,NA,SI
10045078,PCH,Chaco Árido,10,7.1,0.616835121597532,1.10413630004903,3.30152354198026,3,30,0,22.5352112676056,22.5352112676056,32.3943661971831,16.9014084507042,NA,NA,0,0,8,1600,-66.210555,-28.78082,-66.2105555555556,-28.7808333333333,970,pendiente_fuerte,S,I,2019,1,montanoso,ausencia,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,OTF,NA,SI
10046063,STB,Bosque montano,10,10.8625,2.364,8.36034440181806,47.14062154,16,540.9,71.830985915493,30.9859154929577,85.9154929577465,36.6197183098592,100,47.7,29.3,1,10,10,2000,-66.069542,-27.431657,-66.0695833333333,-27.4316666666667,2129,pendiente_moderada,N,I,2019,2,montanoso,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TF,Bosque montano,SI
10046077,PCH,Chaco Árido,10,8.64736842105263,7.59791343865181,15.6908385249341,116.93392167794,37,457.9,38.0281690140845,78.8732394366197,98.5915492957747,49.2957746478873,91.5492957746479,NA,NA,0,0,16,3200,-66.105629,-28.69312,-66.1056388888889,-28.6931111111111,935,pendiente_suave,S,I,2018,12,montanoso,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,OTF,NA,SI
10046079,PCH,Chaco Árido,10,6.18235294117647,3.60576140871012,6.76909544291032,23.2099465506887,17,170,84.5070422535211,7.04225352112676,84.5070422535211,61.9718309859155,64.7887323943662,1.2,2.4,2,20,14,2800,-66.110977,-28.873306,-66.111,-28.8733055555556,352,sin_pendiente,NA,III,2018,11,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,OTF,NA,SI
10047076,PCH,Chaco Árido,10,6.82727272727273,3.48146156741288,6.82225150476832,49.9032791230427,33,974.6,61.9718309859155,22.5352112676056,73.2394366197183,98.5915492957747,57.7464788732394,NA,NA,0,0,23,4600,-66.000878,-28.605324,-66.0008611111111,-28.6053333333333,1187,pendiente_fuerte,SE,I,2019,1,montanoso,presencia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,OTF,NA,SI
10047079,PCH,Chaco Árido,10,4.82222222222222,1.43912246740024,2.4077097767472,5.39617260551821,8,138.6,23.943661971831,0,23.943661971831,49.2957746478873,45.0704225352113,NA,NA,0,0,18,3600,-66.008619,-28.875632,-66.0086111111111,-28.8756111111111,343,sin_pendiente,NA,II,2018,11,llano,presencia,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,OTF,NA,SI
10048068,PCH,Chaco Serrano,10,5.89555555555556,6.58861748101223,11.489789537634,64.3692876933781,45,772.3,80.2816901408451,28.169014084507,80.2816901408451,61.9718309859155,100,NA,NA,0,0,14,2800,-65.879324,-27.8866,-65.8793055555555,-27.8866111111111,1309,sin_pendiente,NA,sin_categoria,2018,11,colinado,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TF,NA,SI
10048074,PCH,Chaco Serrano,10,5.20869565217391,3.57339677529201,7.26823443260624,51.2886602427697,23,493.7,64.7887323943662,0,64.7887323943662,29.5774647887324,36.6197183098592,NA,NA,0,0,28,5600,-65.893841,-28.427319,-65.8939444444445,-28.4273611111111,1230,pendiente_fuerte,SE,sin_categoria,2018,11,serrano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,OTF,NA,SI
10049067,STB,Selva montana,10,16.2142857142857,5.200033267,20.8177833495972,199.4827311,14,257.2,54.9295774647887,66.1971830985916,95.7746478873239,90.1408450704225,95.7746478873239,NA,NA,0,0,5,1000,-65.775591,-27.79855,-65.7756111111111,-27.7985277777778,1215,pendiente_fuerte,SO,I,2018,11,montanoso,ausencia,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TF,Selva montana,SI
10049073,PCH,Chaco Serrano,10,5.70689655172414,6.43833886986543,25.0276383825545,156.764337527827,29,436.5,33.8028169014084,28.169014084507,61.9718309859155,61.9718309859155,60.5633802816901,NA,NA,0,0,35,7000,-65.789534,-28.339325,-65.7895277777778,-28.3393333333333,733,sin_pendiente,NA,I,2018,11,colinado,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,TRUE,Bromelia sp.,Bromelia sp.,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,OTF,NA,SI
10049076,PCH,Chaco Serrano,10,5.96666666666667,3.49106053554408,6.58715952915563,31.0230159840559,20,375.8,50.7042253521127,0,50.7042253521127,56.3380281690141,32.3943661971831,NA,NA,0,0,5,1000,-65.796651,-28.609694,-65.7966388888889,-28.6096944444444,448,sin_pendiente,NA,I,2018,11,llano,ausencia,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,TRUE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TF,NA,SI
10050081,PCH,Chaco Serrano,10,6.48571428571429,1.75629571449045,4.16491556669569,15.6072038407874,6,89.3,23.943661971831,21.1267605633803,23.943661971831,36.6197183098592,29.5774647887324,NA,NA,0,0,6,1200,-65.706164,-29.06239,-65.7061388888889,-29.0623888888889,305,sin_pendiente,NA,II,2019,1,llano,presencia fuerte,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,OTF,NA,SI
10051071,PCH,Chaco Serrano,10,9.7719298245614,7.78451550041294,12.0861356872173,81.3240173276311,57,1038.8,100,83.0985915492958,100,60.5633802816901,100,NA,NA,0,0,18,3600,-65.581433,-28.163059,-65.5814444444444,-28.1630833333333,981,pendiente_suave,E,I,2019,1,montanoso,ausencia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TF,NA,SI
10051072,STB,Bosque montano,10,14.8625,2.221,4.92029172821763,29.0970975,8,80,59.1549295774648,61.9718309859155,81.6901408450704,74.6478873239437,73.2394366197183,NA,NA,0,0,16,3200,-65.583603,-28.253202,-65.5836111111111,-28.2532222222222,1237,pendiente_suave,NE,II,2019,2,colinado,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TF,Bosque montano,SI
10051073,PCH,Chaco Serrano,10,6.4734693877551,7.90287908008796,15.006902494514,79.0062840789472,49,929.5,76.056338028169,19.7183098591549,76.056338028169,92.9577464788732,90.1408450704225,NA,NA,0,0,27,5400,-65.585782,-28.343342,-65.5857777777778,-28.3433333333333,1028,pendiente_fuerte,S,I,2018,11,montanoso,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,corzuela,TRUE,TRUE,FALSE,FALSE,Clinopodium gilliesii,Clinopodium gilliesii,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TF,NA,SI
10052072,PCH,Chaco Serrano,10,7.79848484848485,10.1799294532308,18.1965557037573,132.785338263825,66,1099.5,85.9154929577465,40.8450704225352,94.3661971830986,49.2957746478873,100,53.4,35.425,4,40,14,2800,-65.481797,-28.255089,-65.4817777777778,-28.2550833333333,1171,pendiente_suave,NA,I,2019,1,colinado,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TF,NA,SI
10052075,PCH,Chaco Serrano,10,8.86590909090909,8.47274065499269,21.7855996655913,166.747830013208,44,791.6,61.9718309859155,54.9295774647887,87.3239436619718,22.5352112676056,74.6478873239437,NA,NA,0,0,20,4000,-65.488108,-28.525529,-65.4881388888889,-28.5255,1168,pendiente_moderada,SO,I,2018,11,serrano,ausencia,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TF,NA,SI
10052076,PCH,Chaco Serrano,10,5.60975609756098,5.97503326137705,10.8036649166919,78.8719039372159,40,722.3,40.8450704225352,21.1267605633803,52.112676056338,18.3098591549296,100,18.6666666666667,8.66666666666667,3,30,3,600,-65.49023,-28.615673,-65.4902222222222,-28.6156666666667,952,pendiente_moderada,N,II,2018,10,colinado,ausencia,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TF,NA,SI
10052078,PCH,Chaco Serrano,10,6.275,2.58733749146215,6.15413197964241,40.6308663480332,12,207.9,42.2535211267606,0,42.2535211267606,61.9718309859155,88.7323943661972,NA,NA,0,0,14,2800,-65.494506,-28.795956,-65.4945,-28.79595,906,sin_pendiente,NA,II,2018,10,colinado,ausencia,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,porcino,TRUE,TRUE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TF,NA,SI
10052079,PCH,Chaco Serrano,10,7.36923076923077,3.6867266356613,5.70767239365912,32.6089162883516,26,406.5,64.7887323943662,0,64.7887323943662,30.9859154929577,100,NA,NA,0,0,5,1000,-65.496658,-28.886096,-65.4966666666667,-28.8860833333333,861,pendiente_moderada,SO,II,2018,12,montanoso,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TF,NA,SI
10052080,PCH,Chaco Serrano,10,9.89393939393939,5.29093426215619,9.62308785543458,72.49411364421,32,583.7,74.9295774647887,71.830985915493,92.9577464788732,69.0140845070423,100,NA,NA,0,0,27,5400,-65.49882,-28.976235,-65.4988333333333,-28.9761944444444,815,pendiente_fuerte,NE,I,2019,1,montanoso,presencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Bromelia sp.,Bromelia sp.,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TF,NA,SI
10053068,PCH,Chaco Árido,10,12.5,2.32332533126078,8.08076786692962,59.84166829528,7,99.3,9.85915492957746,14.0845070422535,14.0845070422535,16.9014084507042,100,NA,NA,0,0,21,4200,-65.372041,-27.896269,-65.3720277777778,-27.8962777777778,367,sin_pendiente,NA,I,2018,11,depresion,ausencia,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,TRUE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,OTF,NA,SI
10053072,PCH,Chaco Serrano,10,10.2942857142857,7.55208037094288,16.3312208499816,110.897418506378,35,408.6,45.0704225352113,60.5633802816901,74.6478873239437,54.9295774647887,100,NA,NA,0,0,4,800,-65.379982,-28.256901,-65.3799722222222,-28.2568888888889,835,sin_pendiente,NA,I,2018,11,llano,ausencia,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TF,NA,SI
10053073,PCH,Chaco Serrano,10,12.062962962963,5.94435759489793,13.5978037845197,77.9596130150905,26,347.9,0,76.056338028169,76.056338028169,36.6197183098592,91.5492957746479,NA,NA,0,0,1,200,-65.38199,-28.347056,-65.382,-28.3470555555556,1020,sin_pendiente,NA,II,2018,11,serrano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TF,NA,SI
10053074,PCH,Chaco Serrano,10,9.28571428571429,7.16222397037519,15.194427929918,110.619676732029,35,467.2,25.3521126760563,100,100,39.4366197183099,73.2394366197183,NA,NA,0,0,9,1800,-65.384007,-28.437209,-65.384,-28.4371944444444,962,pendiente_suave,SO,II,2018,10,montanoso,ausencia,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TF,NA,SI
10053075,PCH,Chaco Serrano,10,8.61081081081081,6.49613385136467,12.8575486582182,91.562754766272,37,633.7,56.3380281690141,45.0704225352113,85.9154929577465,70.4225352112676,98.5915492957747,NA,NA,0,0,16,3200,-65.386034,-28.527361,-65.3860555555556,-28.5273611111111,782,pendiente_suave,N,I,2018,10,montanoso,ausencia,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TF,NA,SI
10053076,PCH,Chaco Serrano,10,6.74,3.72261502087251,8.76658241267688,65.2387554081283,20,287.9,71.830985915493,0,71.830985915493,11.2676056338028,90.1408450704225,NA,NA,0,0,13,2600,-65.38807,-28.617512,-65.3880666666667,-28.6175166666667,663,pendiente_fuerte,E,II,2018,10,montanoso,ausencia,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,TRUE,FALSE,TRUE,TRUE,Clinopodium gilliesii,Clinopodium gilliesii,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TF,NA,SI
10053077,PCH,Chaco Serrano,10,8.05,6.05781215821085,16.1133589392775,79.3749446892538,34,545.1,28.169014084507,57.7464788732394,76.056338028169,60.5633802816901,100,NA,NA,0,0,15,3000,-65.390116,-28.707661,-65.3901111111111,-28.7076666666667,610,sin_pendiente,NA,II,2018,12,serrano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TF,NA,SI
10053080,PCH,Chaco Árido,10,6.5,3.22342449944506,25.4084759884905,157.429864830577,8,138.6,8.45070422535211,9.85915492957746,18.3098591549296,14.0845070422535,33.8028169014084,NA,NA,0,0,6,1200,-65.396308,-28.978101,-65.3963055555556,-28.9781111111111,511,pendiente_suave,SE,I,2018,12,montanoso,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TF,NA,SI
