UM_ID_UM,REGION_OFC,SUBREG,PROVINCIA,MEDIA_ALTURA_UM_EST,SUMA_DAP_X_UM,AREA_BASAL_UM_HA,VOL_M3_HA,CANTIDAD_IND_VIVOS_UM,CANTIDAD_IND_VIVOS_HA,PORCENTAJE_COB_3,PORCENTAJE_COB_7,PORCENTAJE_COB_TOTAL,PORCENTAJE_COB_ARBUSTIVA,PORCENTAJE_COB_INFERIOR,MEDIA_ALT_TOCONES,MEDIA_DAB_TOCONES,CANTIDAD_TOCONES_X_UM,CANTIDAD_TOCONES_X_HA,REGENERACION_UM,REGENERACION_HA,LONGITUD_GRILLA,LATITUD_GRILLA,LONGITUD_INSTALACION,LATITUD_INSTALACION,ALTITUD,PENDIENTE_CATEGORIA,EXPOSICION,OTBN_CATEGORIA,FECHA_UM_ANIO,FECHA_UM_MES,TIPO_PAISAJE,SALINIDAD_PRESENCIA,INCENDIOS_RASTROS,PASTOREO_PRESENCIA,GANADO_BOVINO,GANADO_OVINO,GANADO_CAPRINO,GANADO_EQUINO,GANADO_OTRO,GANADO_OTRO_TIPO,EROSION_PRESENCIA,EROSION_FISICA_PRESENCIA,EROSION_EOLICA_PRESENCIA,EROSION_HIDRICA_PRESENCIA,PFNM_PRESENCIA_RESUMEN,PFNM_REGISTRO_1,PFNM_REGISTRO_2,PFNM_REGISTRO_3,PFNM_REGISTRO_4,PFNM_REGISTRO_5,FORMAS_HELECHOS,FORMAS_CACTACEAS,FORMAS_EPIFITAS,FORMAS_BRIOFITAS,FORMAS_LIANAS,FORMAS_ORQUIDEAS,FORMAS_GRAMINEAS,FORMAS_OTRAS,Ley_N1_06,Ley_N2_06,PRESENTA_IND_INVENTARIABLE
38062026,STB,Selva montana,38,13.7545454545455,7.56481726,23.068396930659,164.739725,22,249.3,78.8732394366197,59.1549295774648,90.1408450704225,61.9718309859155,98.5915492957747,NA,NA,0,0,22,4400,-64.412281,-24.119156,-64.4122777777778,-24.1191666666667,1123,pendiente_moderada,SE,I,2018,12,colinado,ausencia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TF,Selva montana,SI
38062027,STB,Selva montana,38,13.2375,4.33998091,15.849261807423,117.9458503,16,335.8,40.8450704225352,98.5915492957747,98.5915492957747,74.6478873239437,98.5915492957747,NA,NA,0,0,36,7200,-64.413274,-24.209413,-64.4132777777778,-24.2094166666667,1347,pendiente_moderada,N,II,2018,12,colinado,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TF,Selva montana,SI
38062028,STB,Bosque montano,38,14.0305555555556,8.29243157,27.6533308513948,202.0394855,36,828.8,29.5774647887324,98.5915492957747,98.5915492957747,0,98.5915492957747,60.7,29.3,1,10,33,6600,-64.414272,-24.29967,-64.4142777777778,-24.2996666666667,1592,pendiente_suave,S,II,2018,12,montanoso,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TF,Bosque montano,SI
38063021,STB,,38,10.9238095238095,4.672188518,14.4149238666068,90.09769844,21,444.4,59.1549295774648,28.169014084507,70.4225352112676,88.7323943661972,2.8169014084507,14.3571428571429,22.0357142857143,14,140,7,1400,-64.309387,-23.668713,-64.3093888888889,-23.6687222222222,358,sin_pendiente,NA,II,2018,10,llano,ausencia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TF,Selva de transicion,SI
38063022,PCH,Chaco Semiárido,38,7.13333333333333,7.13379823783189,15.2030391924611,114.193052445299,42,771.6,39.4366197183099,100,100,42.2535211267606,0,NA,NA,0,0,11,2200,-64.310289,-23.758979,-64.3103333333333,-23.7589722222222,439,sin_pendiente,NA,I,2018,10,llano,presencia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Bromelia sp.,Bromelia sp.,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TF,NA,SI
38063023,PCH,Chaco Semiárido,38,6.10689655172414,3.57791834466805,6.65304139745516,34.3566624053334,29,758.8,60.5633802816901,28.169014084507,83.0985915492958,50.7042253521127,78.8732394366197,31.6666666666667,8,3,30,21,4200,-64.311195,-23.849244,-64.3111944444444,-23.8492222222222,492,sin_pendiente,NA,III,2018,10,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,corzuela,TRUE,TRUE,FALSE,FALSE,Prosopis sp._Schinus odonellii,Prosopis sp.,Schinus odonellii,sin registro,sin registro,sin registro,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,OTF,NA,SI
38063025,STB,Selva montana,38,9.42142857142857,8.438057154,25.5935267924412,216.8619946,27,357.9,61.9718309859155,52.112676056338,84.5070422535211,90.1408450704225,98.5915492957747,NA,NA,0,0,10,2000,-64.31302,-24.029772,-64.3130277777778,-24.0297777777778,889,pendiente_fuerte,E,II,2018,11,montanoso,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Bromelia sp.,Bromelia sp.,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TF,Selva montana,SI
38063027,STB,Selva de transicion,38,14.587619047619,6.41842179,20.4514237802707,175.0321635,21,327.2,81.6901408450704,54.9295774647887,92.9577464788732,76.056338028169,91.5492957746479,NA,NA,0,0,44,8800,-64.314864,-24.210295,-64.3148888888889,-24.2103055555556,1064,pendiente_suave,N,II,2018,12,colinado,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TF,Selva de transicion,SI
38063028,STB,Selva montana,38,17.175,6.517286482,25.1170416707496,341.5345228,20,375.8,78.8732394366197,76.056338028169,98.5915492957747,74.6478873239437,98.5915492957747,NA,NA,0,0,34,6800,-64.315792,-24.300555,-64.3158055555556,-24.3005555555556,984,pendiente_fuerte,E,II,2018,12,colinado,ausencia,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TF,Selva montana,SI
38063029,STB,Selva montana,38,11.9722222222222,4.061160487,14.1218787725941,92.09744212,18,473,77.4647887323944,63.3802816901408,95.7746478873239,70.4225352112676,100,NA,NA,0,0,25,5000,-64.316726,-24.390813,-64.3166944444444,-24.3908333333333,1016,pendiente_fuerte,S,II,2018,12,montanoso,ausencia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TF,Selva montana,SI
38064020,PCH,Chaco Semiárido,38,6.86369565217391,7.0946273631841,10.5793496248986,74.5763052267362,41,556.5,88.7323943661972,11.2676056338028,92.9577464788732,67.6056338028169,0,NA,NA,0,0,19,3800,-64.210552,-23.579239,-64.2105555555556,-23.57925,303,sin_pendiente,NA,II,2018,11,llano,presencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TF,NA,SI
38064022,PCH,Chaco Semiárido,38,6.31025641025641,5.39948926892376,12.4415910309281,104.616043221476,39,917.4,98.5915492957747,28.169014084507,98.5915492957747,39.4366197183099,35.2112676056338,NA,NA,0,0,32,6400,-64.212216,-23.75978,-64.2122222222222,-23.75975,462,sin_pendiente,NA,III,2018,11,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TF,NA,SI
38064023,PCH,Chaco Semiárido,38,6.95,8.39076916890546,23.2138688451967,94.5261404874399,45,1006.7,49.2957746478873,9.85915492957746,49.2957746478873,88.7323943661972,5.63380281690141,NA,NA,0,0,26,5200,-64.213054,-23.850049,-64.2130555555556,-23.8500555555556,474,sin_pendiente,NA,I,2018,10,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,TRUE,Bromelia sp.,Bromelia sp.,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TF,NA,SI
38064024,PCH,Chaco Semiárido,38,5.425,2.72688906076762,4.53217403108563,17.3218526471491,19,365.8,22.5352112676056,0,22.5352112676056,87.3239436619718,42.2535211267606,NA,NA,0,0,27,5400,-64.213896,-23.940316,-64.2138888888889,-23.9403055555556,545,sin_pendiente,NA,III,2018,10,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Bromelia sp.,Bromelia sp.,sin registro,sin registro,sin registro,sin registro,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TF,NA,SI
38064025,PCH,Chaco Semiárido,38,10.3578947368421,4.68280643451141,12.0211952756963,100.684655031654,19,219.3,57.7464788732394,54.9295774647887,92.9577464788732,77.4647887323944,100,27.1,17.5,1,10,22,4400,-64.214743,-24.030583,-64.21475,-24.0305833333333,635,sin_pendiente,NA,III,2018,12,llano,presencia,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TF,NA,SI
38064026,STB,Selva montana,38,12.696,6.230324946,19.1488507407344,130.1787855,24,445.1,74.6478873239437,32.3943661971831,74.6478873239437,78.8732394366197,98.5915492957747,NA,NA,0,0,18,3600,-64.215594,-24.120848,-64.2156111111111,-24.1208333333333,45,pendiente_fuerte,S,II,2018,12,colinado,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Bromelia sp.,Bromelia sp.,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TF,Selva montana,SI
38064027,STB,Selva montana,38,14.88125,10.431973052,32.9064648336984,363.428041,31,427.2,76.056338028169,98.5915492957747,98.5915492957747,69.0140845070423,98.5915492957747,NA,NA,0,0,23,4600,-64.216449,-24.211113,-64.2164722222222,-24.2111111111111,819,pendiente_fuerte,SE,II,2018,12,montanoso,ausencia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TF,Selva montana,SI
38064028,STB,Selva montana,38,16.8230769230769,7.31684624,21.8193821535758,220.1727757,26,406.5,100,69.0140845070423,100,52.112676056338,100,55.6666666666667,29.7333333333333,3,30,25,5000,-64.217308,-24.301376,-64.2173333333333,-24.3013888888889,801,pendiente_suave,S,III,2018,12,colinado,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Bromelia sp._Macrolepiota procera,Bromelia sp.,Macrolepiota procera,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TF,Selva montana,SI
42029160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO
42039159,MON,Monte,42,3.46666666666667,2.08309636947364,4.04890738849327,4.85709183889168,24,327.9,0,0,0,28.169014084507,0,9.11,15.91,10,100,7,1400,-67.144919,-36.051427,-67.1449166666667,-36.0514166666667,328,sin_pendiente,NA,sin_categoria,2020,2,llano,presencia,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,OTF,Bosque mixto,SI
42050163,ESP,Distrito del Caldén,42,6.85,4.15860569,11.9496052948826,57.9790309,12,120,28.169014084507,5.63380281690141,33.8028169014084,18.3098591549296,100,NA,NA,0,0,1,200,-65.939656,-36.447426,-65.9396111111111,-36.4474166666667,300,sin_pendiente,NA,II,2019,11,colinado,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,Prosopis flexuosa_Acantholippia seriphioides_Condalia microphylla_Prosopis alpataco_Lycium chilense,Prosopis flexuosa,Acantholippia seriphioides,Condalia microphylla,Prosopis alpataco,Lycium chilense,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TF,Bosques de caldén cerrado,SI
42051161,ESP,Distrito del Caldén,42,4.8625,1.789798362,7.46813727411791,24.52611485,8,109.3,8.45070422535211,26.7605633802817,35.2112676056338,15.4929577464789,91.5492957746479,NA,NA,0,0,4,800,-65.821742,-36.270103,-65.8217222222222,-36.2701111111111,331,sin_pendiente,NA,II,2019,11,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Condalia microphylla,Condalia microphylla,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TF,Bosques de caldén abierto con arbustos,SI
42052163,ESP,Distrito del Caldén,42,6.76470588235294,6.361252811,20.2555207414143,95.08354482,17,170,28.169014084507,19.7183098591549,47.887323943662,12.6760563380282,91.5492957746479,NA,NA,0,0,0,0,-65.716835,-36.452709,-65.7168333333333,-36.4526944444444,321,sin_pendiente,NA,II,2019,11,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,TRUE,FALSE,Condalia microphylla,Condalia microphylla,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TF,Bosques de caldén cerrado,SI
42052164,ESP,Distrito del Caldén,42,5.22758620689655,7.129991056,18.643577548813,77.73276581,29,348.6,52.112676056338,0,52.112676056338,2.8169014084507,100,NA,NA,0,0,9,1800,-65.719984,-36.542723,-65.72,-36.5426944444444,319,sin_pendiente,NA,II,2019,11,colinado,ausencia,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TF,Bosques de caldén abierto con arbustos,SI
42052173,MON,Monte,42,2.72666666666667,0.572933800966534,3.42164843843755,1.9841659685,15,472.3,15.4929577464789,0,15.4929577464789,70.4225352112676,39.4366197183099,NA,NA,0,0,7,1400,-65.748959,-37.352779,-65.7489722222222,-37.3527777777778,245,sin_pendiente,NA,sin_categoria,2020,1,llano,ausencia,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,Condalia microphylla_Prosopis alpataco,Condalia microphylla,Prosopis alpataco,sin registro,sin registro,sin registro,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,OTF,Bosque mixto,SI
42053158,ESP,Distrito del Caldén,42,5.85555555555556,2.877178845,8.16067176460246,36.56866597,9,90,57.7464788732394,0,57.7464788732394,23.943661971831,100,NA,NA,0,0,2,400,-65.590504,-36.00506,-65.5904722222222,-36.0050833333333,343,sin_pendiente,NA,II,2019,11,llano,presencia fuerte,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,TRUE,FALSE,Condalia microphylla,Condalia microphylla,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TF,Bosques de caldén abierto con pastos,SI
42053159,ESP,Distrito del Caldén,42,5.66470588235294,4.079427475,8.98416959378985,42.30639035,17,170,0,0,0,0,100,NA,NA,0,0,1,200,-65.593457,-36.09509,-65.5934722222222,-36.0951111111111,326,sin_pendiente,NA,II,2019,11,llano,presencia,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,TRUE,FALSE,Condalia microphylla,Condalia microphylla,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TF,Bosques de caldén abierto con arbustos,SI
42053162,ESP,Distrito del Caldén,42,4.58333333333333,1.709898337,3.18599325122242,16.20038938,12,237.2,0,0,0,28.169014084507,12.6760563380282,NA,NA,0,0,6,1200,-65.602397,-36.365171,-65.6023888888889,-36.3651666666667,300,sin_pendiente,NA,II,2019,11,llano,ausencia,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,TRUE,TRUE,FALSE,Condalia microphylla,Condalia microphylla,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TF,Bosques de caldén abierto con pastos,SI
42053166,ESP,Distrito del Caldén,42,5.59166666666667,3.971927768,11.2532477194082,46.96103761,12,120,14.0845070422535,38.0281690140845,52.112676056338,40.8450704225352,67.6056338028169,NA,NA,0,0,3,600,-65.614503,-36.725257,-65.6145,-36.7252777777778,348,sin_pendiente,NA,II,2020,1,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,Condalia microphylla_Lycium chilense,Condalia microphylla,Lycium chilense,sin registro,sin registro,sin registro,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TF,Bosques de caldén abierto con arbustos,SI
42054162,ESP,Distrito del Caldén,42,5.69166666666667,6.019692656,15.3495389664338,60.11755176,24,240,39.4366197183099,5.63380281690141,45.0704225352113,0,100,NA,NA,0,0,0,0,-65.49108,-36.367546,-65.4910833333333,-36.3675555555556,308,sin_pendiente,NA,II,2019,11,llano,ausencia,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,Condalia microphylla,Condalia microphylla,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TF,Bosques de caldén cerrado,SI
42054170,ESP,Distrito del Caldén,42,5.79,2.894103865,7.42971739850818,32.94624717,10,100,56.3380281690141,0,56.3380281690141,11.2676056338028,60.5633802816901,NA,NA,0,0,0,0,-65.514468,-37.087755,-65.5144444444445,-37.0877222222222,278,sin_pendiente,NA,II,2020,1,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,Condalia microphylla_Lycium chilense,Condalia microphylla,Lycium chilense,sin registro,sin registro,sin registro,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TF,Bosques de caldén abierto con pastos,SI
42055159,ESP,Distrito del Caldén,42,5.48181818181818,3.314122357,9.97198842559888,37.19652229,11,110,18.3098591549296,39.4366197183099,57.7464788732394,43.6619718309859,100,NA,NA,0,0,34,6800,-65.371574,-36.09969,-65.3716111111111,-36.0996666666667,310,sin_pendiente,NA,II,2019,11,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,Condalia microphylla,Condalia microphylla,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TF,Bosques de caldén abierto con arbustos,SI
42055160,ESP,Distrito del Caldén,42,5.98461538461538,2.494359486,4.46438380102492,25.00141581,13,159.3,30.9859154929577,0,30.9859154929577,8.45070422535211,35.2112676056338,40.7142857142857,21.2714285714286,7,70,1,200,-65.374288,-36.189734,-65.3743055555556,-36.1897222222222,300,sin_pendiente,NA,II,2019,11,llano,ausencia,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,TRUE,TRUE,Condalia microphylla,Condalia microphylla,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TF,Bosques de caldén abierto con arbustos,SI
42055169,ESP,Distrito del Caldén,42,5.36969696969697,7.528819053,21.1839542747429,95.57618589,33,505.8,59.1549295774648,0,59.1549295774648,0,80.2816901408451,NA,NA,0,0,0,0,-65.399259,-37.000058,-65.3992777777778,-37.0000555555556,360,sin_pendiente,NA,sin_categoria,2019,12,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Condalia microphylla,Condalia microphylla,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TF,Bosques de caldén abierto con arbustos,SI
42056160,ESP,Distrito del Caldén,42,5.94864864864865,9.053760786,21.0184045175713,107.4120983,37,457.9,56.3380281690141,11.2676056338028,67.6056338028169,0,100,NA,NA,0,0,0,0,-65.263201,-36.191887,-65.2631944444445,-36.1918888888889,305,sin_pendiente,NA,II,2019,11,llano,presencia,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,TRUE,TRUE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TF,Bosques de caldén abierto con arbustos,SI
42056168,ESP,Distrito del Caldén,42,5.97741935483871,8.090829276,21.0140168077752,92.33089496,31,339.3,49.2957746478873,26.7605633802817,73.2394366197183,0,100,NA,NA,0,0,0,0,-65.284314,-36.912238,-65.2842777777778,-36.9122222222222,393,sin_pendiente,NA,II,2020,1,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,sin registro,sin registro,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TF,Bosques de caldén abierto con pastos,SI
42057166,ESP,Distrito del Caldén,42,4.84545454545455,2.568528525,7.77195567338476,33.14802789,11,227.2,0,0,0,50.7042253521127,15.4929577464789,NA,NA,0,0,16,3200,-65.167095,-36.73425,-65.1670833333333,-36.73425,327,sin_pendiente,NA,II,2019,12,colinado,presencia,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,TRUE,Condalia microphylla_Prosopis alpataco,Condalia microphylla,Prosopis alpataco,sin registro,sin registro,sin registro,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TF,Bosques de caldén abierto con arbustos,SI
42058151,ESP,Distrito del Caldén,42,5.825,7.920278733,21.9164064792839,120.6869367,32,495.8,5.63380281690141,95.7746478873239,97.1830985915493,52.112676056338,53.5211267605634,NA,NA,0,0,21,4200,-65.020363,-35.385256,-65.0203611111111,-35.38525,307,sin_pendiente,NA,II,2020,1,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,Condalia microphylla,Condalia microphylla,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TF,Bosques de caldén abierto con arbustos,SI
42058154,ESP,Distrito del Caldén,42,4.63714285714286,4.424059319,7.05334581151197,41.35959094,35,584.4,53.5211267605634,0,53.5211267605634,5.63380281690141,91.5492957746479,9.25,14.4666666666667,6,60,2,400,-65.027149,-35.655478,-65.0271388888889,-35.6554722222222,295,sin_pendiente,NA,sin_categoria,2020,1,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,Condalia microphylla_Lycium chilense,Condalia microphylla,Lycium chilense,sin registro,sin registro,sin registro,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TF,Bosques de caldén cerrado,SI
42058160,ESP,Distrito del Caldén,42,5.6375,3.495875518,8.33442319806757,44.83257014,16,189.3,30.9859154929577,0,30.9859154929577,5.63380281690141,91.5492957746479,NA,NA,0,0,4,800,-65.040994,-36.195884,-65.041,-36.1958611111111,258,sin_pendiente,NA,III,2019,1,llano,ausencia,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,TRUE,FALSE,Condalia microphylla,Condalia microphylla,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TF,Bosques de caldén abierto con arbustos,SI
42058166,ESP,Distrito del Caldén,42,4.15882352941177,5.231554462,9.7376093458692,41.69544249,34,603.7,54.9295774647887,0,54.9295774647887,19.7183098591549,61.9718309859155,NA,NA,0,0,1,200,-65.055214,-36.736235,-65.0551944444444,-36.73625,330,sin_pendiente,NA,II,2019,12,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,Condalia microphylla,Condalia microphylla,sin registro,sin registro,sin registro,sin registro,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TF,Bosques de caldén abierto con arbustos,SI
42059150,ESP,Distrito del Caldén,42,4.48,2.709800405,4.81544758787013,27.85298782,20,405.1,40.8450704225352,0,40.8450704225352,54.9295774647887,64.7887323943662,NA,NA,0,0,13,2600,-64.908245,-35.296963,-64.90825,-35.2969722222222,291,sin_pendiente,NA,III,2020,1,llano,ausencia,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,Condalia microphylla,Condalia microphylla,sin registro,sin registro,sin registro,sin registro,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TF,Bosques de caldén abierto con arbustos,SI
